1.0397712400892645 + 0.020672223258248072im	0.03176044464330507 + 0.013910755970857655im	0.005671477551024211 - 0.013578814608423256im	-0.031219755309650328 - 0.015135634188900494im	-0.0022158596494025753 + 0.0060129130403628215im	0.004091801986722226 + 0.0029101392969879333im	0.00030278358863244795 - 0.0009791849365964798im	-0.00017089491371038103 - 0.00015993568725997513im	-1.8969142538276274e-5 + 4.826072098020127e-5im
1.0370719232197954 + 0.021658689717371327im	0.031392268306963254 + 0.01381409268252426im	0.005611067589841922 - 0.01356196438721894im	-0.029817205191223738 - 0.015387613477476414im	-0.0022024954705734882 + 0.005888498739730463im	0.003813812424535871 + 0.0029471822917429033im	0.0003080047431596082 - 0.0009366073760335412im	-0.000155493637209527 - 0.00016125207605289447im	-1.9663617140685073e-5 + 4.556173371721601e-5im
1.0353063976819648 + 0.02048526227222879im	0.025079574766816257 + 0.013062068170429922im	0.00562264719140628 - 0.012766765042273741im	-0.024938983026026165 - 0.014106129486202556im	-0.002498862908714147 + 0.005495946472071192im	0.0029979465725658966 + 0.002606782665772014im	0.0004265600060359136 - 0.0008738988909233128im	-0.00011358472605796126 - 0.00013796229965110766im	-2.750858083496455e-5 + 4.2772910549111184e-5im
1.0377451521985561 + 0.02260200427286386im	0.02936705753379851 + 0.013120781584457161im	0.0059551965610989185 - 0.014997709678154485im	-0.029078483400140513 - 0.014762468178168148im	-0.0027287470209793924 + 0.006451930424811164im	0.00376595050893122 + 0.002804991090968324im	0.00047731685102083424 - 0.00102811750405998im	-0.0001555623352231393 - 0.0001516584733169415im	-3.081446060814996e-5 + 5.0708562857338276e-5im
1.032874523523713 + 0.01731134929971107im	0.02638234404858916 + 0.015074857841423303im	0.0054878037072366714 - 0.014238794240564992im	-0.024607096091093468 - 0.01406316120547736im	-0.0022475222830413127 + 0.006167386977593972im	0.002860175135528827 + 0.002598325987668837im	0.00035421052692112727 - 0.000977293995343446im	-0.00010395071236396394 - 0.00013883454907317035im	-2.278089888524851e-5 + 4.749133179867149e-5im
1.029164759327047 + 0.02053604062992947im	0.02744501284897442 + 0.01645787786219029im	0.006345674768850523 - 0.017655548962442032im	-0.02433137387182492 - 0.014196643273894914im	-0.0030078603056612418 + 0.0073580022956965755im	0.002852173656909978 + 0.0023688502375397483im	0.0005271806923407939 - 0.0011287809379662683im	-0.00010453551403962207 - 0.00011733916835062486im	-3.0104270399241818e-5 + 5.590003482245458e-5im
1.0375846507159454 + 0.023059453169118005im	0.013710647216101669 + 0.009426395727676416im	0.0053301005934010826 - 0.014168067622549088im	-0.01842718483058363 - 0.01184349166018283im	-0.002417642784727529 + 0.006105842276047817im	0.001971421521641913 + 0.002104549169822067im	0.00044090187988682746 - 0.0009522779382588691im	-6.23064630534041e-5 - 0.00010707784827451207im	-2.754501802479234e-5 + 4.698120304808624e-5im
1.0285664180568737 + 0.013869128403580545im	0.036508164998041576 + 0.02590891148243611im	0.005757213912256921 - 0.01948517547063129im	-0.0292690742816744 - 0.01851426582258048im	-0.0021813792348120767 + 0.008382821281092252im	0.0035151527177400047 + 0.0032375971154760914im	0.0002589740612291829 - 0.001319493754691113im	-0.00013379103082099468 - 0.0001699451260785005im	-1.4801412242822496e-5 + 6.549112537035861e-5im
1.0431296268796504 + 0.022750883841505917im	0.026924779490278543 + 0.010402160803532698im	0.005802085448263013 - 0.013328464120498684im	-0.02961355151024446 - 0.013611206155975834im	-0.0024951382158853314 + 0.005902634685949212im	0.003919399332651766 + 0.0026625571884916163im	0.0004056711094512379 - 0.0009606718071956411im	-0.00016516137016262054 - 0.00014676319944374456im	-2.631974437689712e-5 + 4.729655942914604e-5im
1.0247132640214345 + 0.015397310797018678im	0.03662428165929722 + 0.023042642728489503im	0.005670713753970462 - 0.015443681271174325im	-0.028452411949612184 - 0.01768323769197681im	-0.002667806486841451 + 0.006587048796166661im	0.0034605027560097577 + 0.00301954354546849im	0.0004910200854423887 - 0.001021054724019726im	-0.00013479275077519414 - 0.00015368113169654204im	-3.0906190140542605e-5 + 4.987733119344006e-5im
1.0287998237413034 + 0.015550719439641642im	0.036491115698625794 + 0.01998980107684664im	0.005153671298673968 - 0.013337788079847318im	-0.03006817485689755 - 0.016737034300335938im	-0.0022673791411003913 + 0.005810833456373836im	0.0037915530519686998 + 0.002982212548409381im	0.00042049842303879177 - 0.0009100500329562762im	-0.00015376838321027705 - 0.0001560781819378419im	-2.8285670944939084e-5 + 4.390671329993701e-5im
1.0420225403977903 + 0.02820492852841127im	0.01826632564290487 + 0.008287026784475036im	0.006058563626588177 - 0.014330437881573973im	-0.023521672545202366 - 0.01318245459657746im	-0.0028450023354834944 + 0.006093856164208594im	0.0029121621048028463 + 0.0024325658536198573im	0.00051129842878134 - 0.0009495778858874894im	-0.0001133905069245259 - 0.00012684690813620432im	-3.193717342277859e-5 + 4.665187899445862e-5im
1.0354854884568323 + 0.022974873899911492im	0.01810818855733386 + 0.01257976512892132im	0.006352025837264134 - 0.015081259505136599im	-0.020816028223115998 - 0.013255263695080975im	-0.0029129546526268078 + 0.00631624815396855im	0.0023756056282334967 + 0.0022687678912680443im	0.0004997073113659848 - 0.0009814924761861938im	-8.291601946204384e-5 - 0.00011294867495251425im	-2.8802719714886917e-5 + 4.897412110465514e-5im
1.0404521619586227 + 0.023039874144768886im	0.026577036323520483 + 0.00883672644636868im	0.006038698452224749 - 0.008924737487772394im	-0.028259799957616787 - 0.01331161639480161im	-0.0027050474750146764 + 0.0038440181230193684im	0.0036435477401354196 + 0.0025517847367005856im	0.0004603372069911568 - 0.00060387747777973im	-0.00014948155949608987 - 0.00013763944542224726im	-2.942518970920407e-5 + 2.798801950792427e-5im
1.0290619079007983 + 0.017947283424124647im	0.029642042707822697 + 0.017274403653003943im	0.005629374611442841 - 0.013077903130116376im	-0.02583997045197829 - 0.014975218991454037im	-0.0024900313760459806 + 0.005566675137745659im	0.003125533943352146 + 0.002510321466423065im	0.00043777739236480106 - 0.0008588574243702886im	-0.00012025502867615256 - 0.00012479511362629446im	-2.6151161562755678e-5 + 4.209517934419019e-5im
1.0453717843683763 + 0.027113231653139235im	0.028664115013070538 + 0.009999702016662927im	0.0061734890673808464 - 0.013500581084320293im	-0.03168694264567254 - 0.01511027012071794im	-0.0025064507878192538 + 0.005907750985726306im	0.004277802464502471 + 0.0029854872140186706im	0.0003519030866336829 - 0.0009503405354971033im	-0.00018337214585114882 - 0.00016514951167162647im	-2.175677085631299e-5 + 4.676489865817352e-5im
1.045139653674812 + 0.02568540171045862im	0.02959200536792262 + 0.013611370182185854im	0.0059625883338528555 - 0.019561506833699394im	-0.03238636417487246 - 0.015784540472055734im	-0.0026126434551369156 + 0.008664672676788917im	0.004444700395777901 + 0.0030923301517762182im	0.0004216773470394285 - 0.0014053400438972425im	-0.00019407273672124984 - 0.0001718403417956765im	-2.7492812510295482e-5 + 7.06623803728677e-5im
1.0528756409222015 + 0.030563886150764656im	0.02728977043353198 + 0.0065125352387219075im	0.0053900499466806905 - 0.016489139396360437im	-0.03414467457554031 - 0.013888033336248353im	-0.0020140867598666683 + 0.00746325947527366im	0.0048535907974674546 + 0.0028913305655914744im	0.0002742017921161816 - 0.0012383536740666618im	-0.0002180196287967555 - 0.00016491955094375668im	-1.816520685195819e-5 + 6.277512326001176e-5im
1.049769277994437 + 0.027193803427008098im	0.02632089844945233 + 0.008933061553620378im	0.005798152469783891 - 0.01439145862033212im	-0.03221312703491986 - 0.01423695565829016im	-0.0025053918406044494 + 0.006376334621456033im	0.00449712900013525 + 0.0028447153725643082im	0.0004073373883703136 - 0.0010459921406097193im	-0.00019911073657023613 - 0.0001586932007611403im	-2.6701575066192833e-5 + 5.2309671804434995e-5im
1.0228795142518357 + 0.011382412020110385im	0.0379291202256899 + 0.02365606459809233im	0.005116124808543279 - 0.01305752593354191im	-0.027820547269891305 - 0.017132071441361373im	-0.002022257998442617 + 0.005532384421527455im	0.003180477389950806 + 0.0029219691451218134im	0.00030285592456017217 - 0.0008537488946640333im	-0.00011477541481133933 - 0.00014954557905976211im	-1.8821753900189226e-5 + 4.0837470917211336e-5im
1.0290325490868648 + 0.01738676673140054im	0.03184813379631778 + 0.01747615817855694im	0.0057330535471230475 - 0.01292352866155197im	-0.027069806646354125 - 0.015424589481094321im	-0.0026818310465928255 + 0.005493172221224166im	0.0032960777228172406 + 0.002701930956069806im	0.0004908561222430425 - 0.0008510307811386754im	-0.00012809463523085743 - 0.00013876605815113277im	-3.103108573992642e-5 + 4.090381522530062e-5im
1.0520236843143045 + 0.0308307217060678im	0.028256138139923614 + 0.008857159545921771im	0.005790363881064936 - 0.015635841267773842im	-0.034680289342001576 - 0.015471643237838967im	-0.002532653120808706 + 0.0068970821646954115im	0.004982864516801155 + 0.003106143927064366im	0.0004231042885237149 - 0.0011158578720359936im	-0.0002264753379568049 - 0.00017316423758228112im	-2.7971425262269027e-5 + 5.556535637747888e-5im
1.0406610024620444 + 0.021280631551052746im	0.030721872712566833 + 0.012820857800576367im	0.005073081535919243 - 0.013070665052934135im	-0.031201469567222303 - 0.014794135941874472im	-0.001949783725905866 + 0.00587066776242561im	0.004163384496759127 + 0.002850684090058463im	0.0003101462595286807 - 0.0009587819370106507im	-0.00017766626363435904 - 0.00015650981469606865im	-2.18150624443971e-5 + 4.749117579063665e-5im
1.037176080431091 + 0.021811918993998577im	0.021162315177474838 + 0.012964048331763876im	0.005701003928318393 - 0.015508942352396776im	-0.023288184440108307 - 0.01371729773398373im	-0.002474853587707959 + 0.006607914160704674im	0.0027757568700812543 + 0.002484305793172202im	0.00042271285940264085 - 0.0010291723424371484im	-0.0001038123452303962 - 0.00012949728018246226im	-2.681266159112643e-5 + 5.075262653031925e-5im
1.0284979202595155 + 0.017889420402408072im	0.028585108431513774 + 0.019255136546329477im	0.006079726987234262 - 0.015215820257642043im	-0.02501243994990794 - 0.015544140660633934im	-0.0027310020239305283 + 0.006440059739143631im	0.002989717389323344 + 0.002546927059932039im	0.00046954661699675257 - 0.0009920652196869475im	-0.00011286932454148592 - 0.00012505484106938204im	-2.6805673541781415e-5 + 4.918496969247348e-5im
1.0287627470424248 + 0.015241025399315749im	0.03815216242559455 + 0.022424537829944864im	0.005800264048415624 - 0.015183728740870019im	-0.03110220980547641 - 0.017861545082819556im	-0.0026233742850571068 + 0.006552849621644877im	0.003953396542508163 + 0.003185512970853031im	0.0004531554779484334 - 0.0010320488153243944im	-0.00016169211243962083 - 0.00016740693537759031im	-2.9008089234416847e-5 + 5.042452942553945e-5im
1.0213167415718412 + 0.012226700331700284im	0.03208712265945259 + 0.02339040233142342im	0.005016266371793576 - 0.015124071328922156im	-0.02368924199040586 - 0.01666943456695697im	-0.0021837115624595933 + 0.006418261739498628im	0.002563793008527513 + 0.002801633871611964im	0.0003920155833292212 - 0.0009930918716492163im	-8.590431432582024e-5 - 0.00014106049961171152im	-2.5602041095451227e-5 + 4.846863036407766e-5im
1.0321509202019021 + 0.018269306242113977im	0.021045662225566805 + 0.01505369859945134im	0.005354552689563244 - 0.01529555246005626im	-0.020682113230935627 - 0.013725230961292361im	-0.002329393195002198 + 0.006562721203428137im	0.0021963819768662618 + 0.0024353613594531136im	0.00039429264215191484 - 0.0010252316300067245im	-6.962501191828e-5 - 0.00012606482182500394im	-2.5168594348082042e-5 + 5.02013198104252e-5im
1.0375248077129273 + 0.01946601335149697im	0.028895000541538894 + 0.013052655014004884im	0.005320870813914821 - 0.014614435438327382im	-0.028230144655582826 - 0.013794793175730265im	-0.0021044706113433087 + 0.006449366218372177im	0.0035450274291804708 + 0.0026601269948349905im	0.0003041641464728178 - 0.001056017422333405im	-0.00014132553125688666 - 0.00014632394900910054im	-1.9684660321527807e-5 + 5.268960600502068e-5im
1.0314299179633846 + 0.0193645632669932im	0.04251450357933455 + 0.020433686317299183im	0.005876960894928341 - 0.013942276445251318im	-0.03563945213494582 - 0.01847192985619932im	-0.0028087814343652814 + 0.005971190587548904im	0.004845434608503668 + 0.003353157682245874im	0.0005283939730077451 - 0.0009311319595979857im	-0.0002122429151608278 - 0.00017772734986654692im	-3.454370951054996e-5 + 4.47975692434203e-5im
1.021209399856381 + 0.013032324859611323im	0.029923595139722866 + 0.021903202853910817im	0.005639042958811888 - 0.016262465082182292im	-0.02236654902867961 - 0.015620355620781274im	-0.002635138521701689 + 0.006874849687937198im	0.0023706177635320585 + 0.0026097020888668373im	0.0004788647114826154 - 0.0010648527843622458im	-7.649384193053919e-5 - 0.00013069203568298685im	-2.9472203894775848e-5 + 5.246057833422965e-5im
1.0326137625388112 + 0.018645376540134657im	0.01912210372343298 + 0.012994523032454065im	0.005500820028295235 - 0.01219493415552928im	-0.01989489556010251 - 0.012998899044099439im	-0.002328579355400188 + 0.005073298438324771im	0.002127876646062524 + 0.0023076555889513595im	0.00038810271666651826 - 0.0007870932498249821im	-6.836701850321483e-5 - 0.00011802985345013026im	-2.4636647426390103e-5 + 3.823575286792556e-5im
1.0336964446214927 + 0.020434577529114477im	0.020234758152295983 + 0.011245199916103085im	0.006315862203139757 - 0.013218552476851697im	-0.021552678746328005 - 0.011834699787506876im	-0.0029930208381691082 + 0.0055420208177985155im	0.0024830468935701806 + 0.0020088722973561875im	0.0005255101941322153 - 0.000852896245049231im	-8.725438947137535e-5 - 9.921560122547195e-5im	-2.923359304390504e-5 + 4.2011255000218974e-5im
1.0304758317287055 + 0.0186536694509714im	0.0437441274508997 + 0.021718198586272223im	0.005801018010490013 - 0.015667172213191527im	-0.03589380335190256 - 0.018855695188854507im	-0.002655628118297249 + 0.00674261132382053im	0.004838653220383734 + 0.0034528957739585887im	0.0004768892493765841 - 0.0010619575568943489im	-0.00021027521699641216 - 0.0001848748920068035im	-3.124160978968936e-5 + 5.168264819951243e-5im
1.0244115918029628 + 0.014732925162458166im	0.037895816375267205 + 0.022786590485902515im	0.005420232012417135 - 0.014093617372255852im	-0.029239891181520605 - 0.017709599577871115im	-0.0025329339696796003 + 0.0060310959372043196im	0.0036068120761152908 + 0.003055810552830166im	0.0004764570636525436 - 0.000940263705667817im	-0.00014327620338848627 - 0.00015646351001203935im	-3.1013876937535726e-5 + 4.588402181521423e-5im
